Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
10;16000;8;34;Женский;Среднее специальное;Медицинские услуги;Дети есть;Другие регионы;31000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;25000;14;23;Мужской;Высшее;Мобильные телефоны;Детей нет;Москва или МО;36000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;9000;10;34;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
10;22500;12;19;Мужской;Среднее;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
10;16500;12;31;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Дефолт
10;55500;10;49;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;41000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;124000;15;56;Мужской;Высшее;Мебель;Детей нет;Другие регионы;51000;Другое;МТС;Клиент банка;Нет дефолта
10;17000;6;25;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;28000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;38000;24;77;Мужской;Высшее;Медицинские услуги;Дети есть;Санкт-Петербург или ЛО;31000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
10;40500;12;22;Мужской;Среднее;Мобильные телефоны;Детей нет;Другие регионы;23000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
10;13000;6;21;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;МТС;Клиент банка;Дефолт
10;14500;6;49;Мужской;Среднее;Бытовая техника;Детей нет;Другие регионы;21000;Другое;МТС;Клиент банка;Нет дефолта
10;61500;12;33;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;31000;Другое;Билайн;Клиент банка;Нет дефолта
10;26500;10;26;Женский;Среднее;Мобильные телефоны;Детей нет;Москва или МО;31000;Другое;МТС;Не клиент банка;Дефолт
10;21500;12;39;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;66000;Другое;Мегафон;Не клиент банка;Дефолт
10;27000;10;27;Мужской;Неоконченное высшее;Мебель;Детей нет;Москва или МО;61000;Другое;МТС;Не клиент банка;Нет дефолта
10;22000;6;33;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Москва или МО;101000;Другое;Мегафон;Клиент банка;Нет дефолта
10;10500;12;39;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;37000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;6500;6;31;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Не клиент банка;Нет дефолта
10;8000;6;31;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;26000;Другое;Теле2;Не клиент банка;Нет дефолта
10;21500;6;41;Женский;Среднее;Мебель;Дети есть;Другие регионы;56000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;25000;10;55;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;51000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
10;13000;10;30;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;36000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;17000;12;65;Мужской;Высшее;Мебель;Детей нет;Другие регионы;11000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;18000;18;34;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;21500;4;39;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;151000;Другое;МТС;Не клиент банка;Нет дефолта
10;66000;10;32;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;61000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
10;7500;6;29;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;33000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;53000;12;55;Женский;Среднее;Строительные материалы и инструменты;Дети есть;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
10;9000;3;48;Мужской;Среднее специальное;Строительные материалы и инструменты;Дети есть;Другие регионы;31000;Женат/замужем;Другой;Не клиент банка;Нет дефолта
10;19000;4;60;Мужской;Среднее специальное;Мебель;Детей нет;Другие регионы;9000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;21000;6;25;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;46000;Другое;МТС;Не клиент банка;Нет дефолта
10;20500;6;33;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;46000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
10;91000;24;39;Мужской;Среднее специальное;Косметика и косметические услуги;Дети есть;Другие регионы;51000;Женат/замужем;МТС;Клиент банка;Нет дефолта
10;19500;24;29;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;41000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
10;10500;12;58;Мужской;Среднее специальное;Окна, двери;Дети есть;Другие регионы;7000;Никогда не был(а) женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;9500;12;24;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;36000;Другое;Мегафон;Клиент банка;Нет дефолта
10;21500;10;23;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;21000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;13000;12;44;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;28000;Другое;Билайн;Клиент банка;Нет дефолта
10;13000;6;27;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;26000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;5500;6;22;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;16000;Другое;Другой;Не клиент банка;Нет дефолта
10;38000;24;49;Мужской;Среднее специальное;Медицинские услуги;Дети есть;Другие регионы;21000;Другое;Билайн;Клиент банка;Нет дефолта
10;47000;18;62;Мужской;Высшее;Обучение;Детей нет;Санкт-Петербург или ЛО;36000;Другое;МТС;Клиент банка;Нет дефолта
10;5500;12;37;Женский;Высшее;Мобильные телефоны;Дети есть;Другие регионы;36000;Другое;МТС;Не клиент банка;Нет дефолта
10;16500;4;30;Женский;Среднее;Мобильные телефоны;Детей нет;Москва или МО;26000;Другое;Мегафон;Не клиент банка;Дефолт
10;13000;6;48;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;19000;Женат/замужем;МТС;Клиент банка;Нет дефолта
10;51000;18;20;Женский;Неоконченное высшее;Бытовая техника;Детей нет;Москва или МО;36000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
10;13500;6;40;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;29000;Женат/замужем;МТС;Клиент банка;Дефолт
10;35000;10;24;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
10;9000;6;35;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;16000;Другое;Мегафон;Клиент банка;Нет дефолта
10;29000;12;33;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;21000;Другое;МТС;Клиент банка;Нет дефолта
10;23000;12;33;Мужской;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;22000;Другое;Билайн;Клиент банка;Нет дефолта
10;6500;3;24;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
10;47000;11;34;Мужской;Среднее;Фитнес;Дети есть;Москва или МО;36000;Другое;МТС;Клиент банка;Нет дефолта
10;12000;12;36;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Санкт-Петербург или ЛО;31000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;78500;34;27;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Санкт-Петербург или ЛО;39000;Никогда не был(а) женат/замужем;МТС;Не клиент банка;Нет дефолта
10;13500;6;30;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
10;10000;12;27;Женский;Высшее;Бытовая техника;Дети есть;Другие регионы;31000;Женат/замужем;МТС;Клиент банка;Нет дефолта
10;34000;6;43;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;41000;Другое;Мегафон;Клиент банка;Нет дефолта
10;13500;10;23;Женский;Среднее;Мобильные телефоны;Детей нет;Санкт-Петербург или ЛО;46000;Другое;Мегафон;Клиент банка;Нет дефолта
10;46000;24;53;Мужской;Среднее специальное;Строительные материалы и инструменты;Дети есть;Другие регионы;21000;Женат/замужем;Билайн;Клиент банка;Дефолт
10;86000;12;56;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;41000;Другое;Мегафон;Клиент банка;Нет дефолта
10;17500;4;24;Мужской;Неоконченное высшее;Мебель;Детей нет;Другие регионы;17000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;14000;6;41;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Санкт-Петербург или ЛО;26000;Другое;МТС;Клиент банка;Нет дефолта
10;6000;4;23;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;51000;Другое;МТС;Клиент банка;Нет дефолта
10;9000;6;24;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Москва или МО;61000;Другое;Мегафон;Клиент банка;Нет дефолта
10;30000;10;52;Мужской;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
10;18000;15;31;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;17000;Другое;Билайн;Клиент банка;Дефолт
10;12000;10;22;Женский;Среднее специальное;Автомобильные товары;Детей нет;Другие регионы;19000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;16000;10;27;Мужской;Среднее специальное;Мебель;Детей нет;Другие регионы;30000;Другое;Мегафон;Клиент банка;Нет дефолта
10;10500;6;44;Мужской;Среднее специальное;Бытовая техника;Дети есть;Москва или МО;26000;Никогда не был(а) женат/замужем;Билайн;Не клиент банка;Нет дефолта
10;26000;10;21;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
10;25000;12;27;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;32000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
10;52500;6;64;Мужской;Высшее;Мебель;Детей нет;Другие регионы;51000;Другое;МТС;Не клиент банка;Нет дефолта
10;7000;4;51;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;14000;Другое;МТС;Не клиент банка;Нет дефолта
10;11000;6;73;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;19000;Другое;Мегафон;Клиент банка;Нет дефолта
10;14000;10;49;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Москва или МО;31000;Никогда не был(а) женат/замужем;МТС;Клиент банка;Дефолт
10;11500;12;23;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;19000;Другое;Билайн;Клиент банка;Нет дефолта
10;28500;12;61;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;16000;Другое;Билайн;Не клиент банка;Нет дефолта
10;14000;4;27;Мужской;Высшее;Фитнес;Детей нет;Санкт-Петербург или ЛО;31000;Другое;Мегафон;Клиент банка;Нет дефолта
10;20000;12;20;Женский;Среднее;Автомобильные товары;Дети есть;Другие регионы;29000;Другое;Мегафон;Клиент банка;Нет дефолта
10;12500;12;51;Женский;Среднее специальное;Окна, двери;Детей нет;Другие регионы;16000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;80500;15;25;Мужской;Высшее;Туризм и отдых;Детей нет;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
10;14000;10;39;Женский;Высшее;Мобильные телефоны;Дети есть;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
10;101000;36;55;Мужской;Среднее специальное;Мототехника (лодки, мото);Дети есть;Другие регионы;36000;Другое;МТС;Не клиент банка;Нет дефолта
10;6500;6;20;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;16000;Другое;МТС;Клиент банка;Нет дефолта
10;10000;6;34;Женский;Высшее;Автомобильные товары;Дети есть;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
10;13500;12;28;Мужской;Высшее;Мебель;Детей нет;Другие регионы;32000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
10;38000;12;30;Женский;Среднее специальное;Мебель;Детей нет;Другие регионы;16000;Другое;МТС;Не клиент банка;Нет дефолта
10;301000;36;32;Мужской;Высшее;Строительные материалы и инструменты;Детей нет;Другие регионы;121000;Другое;Мегафон;Клиент банка;Нет дефолта
10;39000;18;32;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;36000;Другое;МТС;Клиент банка;Нет дефолта
10;16000;4;25;Женский;Среднее специальное;Мебель;Детей нет;Другие регионы;16000;Другое;МТС;Клиент банка;Нет дефолта
10;28500;6;28;Женский;Среднее специальное;Ювелирные украшения;Детей нет;Москва или МО;41000;Другое;Билайн;Клиент банка;Нет дефолта
10;21500;12;27;Женский;Высшее;Мобильные телефоны;Дети есть;Другие регионы;39000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;15500;12;24;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;16000;Другое;Теле2;Клиент банка;Дефолт
10;8000;3;31;Мужской;Среднее специальное;Ювелирные украшения;Дети есть;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
10;26000;6;28;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;46000;Другое;МТС;Не клиент банка;Нет дефолта
10;15000;4;25;Мужской;Среднее специальное;Автомобильные товары;Детей нет;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
10;15000;10;48;Мужской;Среднее специальное;Бытовая техника;Детей нет;Москва или МО;36000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;34500;24;32;Женский;Высшее;Косметика и косметические услуги;Дети есть;Другие регионы;51000;Другое;Мегафон;Клиент банка;Нет дефолта
10;8500;6;36;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;26000;Другое;Мегафон;Клиент банка;Нет дефолта
10;47000;3;54;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;56000;Женат/замужем;МТС;Клиент банка;Нет дефолта
10;30000;6;34;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;101000;Женат/замужем;МТС;Клиент банка;Нет дефолта
10;8500;10;31;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;26000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
10;19500;12;27;Женский;Среднее специальное;Ювелирные украшения;Дети есть;Другие регионы;46000;Никогда не был(а) женат/замужем;МТС;Не клиент банка;Нет дефолта
10;45000;24;21;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;22000;Другое;МТС;Не клиент банка;Дефолт
10;23500;18;38;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;41000;Другое;Теле2;Не клиент банка;Нет дефолта
10;37000;10;41;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;61000;Другое;Мегафон;Клиент банка;Нет дефолта
10;63000;24;28;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;26000;Женат/замужем;Теле2;Не клиент банка;Нет дефолта
10;27000;12;35;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;41000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;16000;6;38;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;17000;Другое;МТС;Не клиент банка;Нет дефолта
10;38500;12;41;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
10;11500;10;30;Женский;Неоконченное высшее;Мобильные телефоны;Дети есть;Санкт-Петербург или ЛО;26000;Никогда не был(а) женат/замужем;МТС;Не клиент банка;Нет дефолта
10;42500;24;35;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Другие регионы;36000;Другое;МТС;Не клиент банка;Нет дефолта
10;27500;10;26;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;21000;Никогда не был(а) женат/замужем;Мегафон;Клиент банка;Дефолт
10;12500;10;43;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;21000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
10;29000;18;27;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;26000;Другое;МТС;Клиент банка;Дефолт
10;28000;12;30;Мужской;Высшее;Бытовая техника;Дети есть;Москва или МО;31000;Другое;Билайн;Не клиент банка;Нет дефолта
10;30500;10;26;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;31000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
10;14000;12;22;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
10;7000;6;37;Мужской;Среднее специальное;Спортивные товары;Дети есть;Другие регионы;11000;Другое;МТС;Клиент банка;Нет дефолта
10;40000;3;46;Женский;Высшее;Окна, двери;Дети есть;Москва или МО;51000;Другое;Мегафон;Клиент банка;Нет дефолта
10;10000;4;30;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
10;58500;36;57;Женский;Среднее специальное;Мебель;Дети есть;Другие регионы;32000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
10;48500;10;25;Женский;Высшее;Одежда, изделия из меха и кожи;Детей нет;Москва или МО;39000;Другое;Билайн;Клиент банка;Нет дефолта
10;14000;3;61;Мужской;Высшее;Мебель;Детей нет;Другие регионы;26000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
10;11000;6;21;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
10;36000;12;29;Женский;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;51000;Никогда не был(а) женат/замужем;Билайн;Не клиент банка;Нет дефолта
10;12500;6;24;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;23000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;35000;7;58;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;31000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
10;26500;18;21;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;35000;Женат/замужем;Мегафон;Не клиент банка;Дефолт
10;14000;4;47;Женский;Среднее специальное;Мебель;Дети есть;Санкт-Петербург или ЛО;36000;Женат/замужем;МТС;Клиент банка;Нет дефолта
10;14000;4;40;Женский;Неоконченное среднее;Аудио, Видео, Фото;Дети есть;Другие регионы;16000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;26500;6;58;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;19000;Другое;Билайн;Клиент банка;Нет дефолта
10;42500;12;79;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;19000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
10;26000;12;35;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;41000;Другое;МТС;Не клиент банка;Дефолт
10;35000;11;25;Мужской;Высшее;Фитнес;Детей нет;Москва или МО;61000;Другое;МТС;Клиент банка;Нет дефолта
11;99500;18;27;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;51000;Другое;МТС;Клиент банка;Дефолт
11;35000;10;31;Мужской;Высшее;Мобильные телефоны;Детей нет;Москва или МО;121000;Другое;МТС;Не клиент банка;Нет дефолта
11;19500;10;41;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;36000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;32500;12;38;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;28000;Другое;Мегафон;Клиент банка;Дефолт
10;23000;10;48;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;28000;Другое;Мегафон;Клиент банка;Нет дефолта
10;33000;8;26;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Москва или МО;61000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
10;69500;6;51;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Москва или МО;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
10;8500;6;30;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
11;18500;6;42;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;46000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
11;14000;12;33;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;21000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
11;7000;6;34;Женский;Высшее;Автомобильные товары;Дети есть;Другие регионы;39000;Другое;Теле2;Клиент банка;Нет дефолта
11;8500;12;22;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;27000;Женат/замужем;МТС;Клиент банка;Дефолт
11;25000;24;37;Женский;Высшее;Мебель;Дети есть;Другие регионы;41000;Другое;Мегафон;Клиент банка;Нет дефолта
11;83000;36;58;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Другие регионы;24000;Другое;МТС;Клиент банка;Нет дефолта
11;10500;6;33;Женский;Среднее;Компьютеры, комплектующие;Детей нет;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
11;53000;6;55;Женский;Высшее;Бытовая техника;Дети есть;Санкт-Петербург или ЛО;81000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;6500;6;36;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Дефолт
11;37500;12;25;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;21000;Другое;МТС;Клиент банка;Дефолт
11;23000;12;66;Мужской;Среднее;Бытовая техника;Детей нет;Другие регионы;14000;Другое;Мегафон;Клиент банка;Нет дефолта
11;91000;24;32;Женский;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;36000;Другое;МТС;Не клиент банка;Дефолт
11;16000;12;36;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
11;12500;4;22;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;24000;Женат/замужем;Билайн;Клиент банка;Дефолт
11;15000;3;61;Женский;Среднее;Одежда, изделия из меха и кожи;Детей нет;Москва или МО;26000;Другое;Теле2;Клиент банка;Нет дефолта
11;36000;8;22;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Москва или МО;51000;Женат/замужем;МТС;Клиент банка;Нет дефолта
11;19000;12;53;Мужской;Высшее;Бытовая техника;Детей нет;Москва или МО;56000;Другое;МТС;Клиент банка;Нет дефолта
11;25000;12;26;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;23000;Другое;МТС;Клиент банка;Нет дефолта
11;16000;8;24;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;46000;Другое;Билайн;Не клиент банка;Нет дефолта
11;28000;10;22;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Билайн;Клиент банка;Нет дефолта
11;28500;12;28;Женский;Среднее;Бытовая техника;Дети есть;Другие регионы;36000;Другое;Теле2;Клиент банка;Нет дефолта
11;24000;10;21;Женский;Среднее специальное;Фитнес;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
11;144500;15;31;Мужской;Высшее;Мебель;Детей нет;Москва или МО;51000;Другое;Мегафон;Клиент банка;Нет дефолта
11;44500;12;20;Мужской;Высшее;Бытовая техника;Детей нет;Москва или МО;41000;Другое;Билайн;Не клиент банка;Нет дефолта
11;45000;9;25;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;31000;Другое;Мегафон;Клиент банка;Нет дефолта
11;20000;6;34;Мужской;Неоконченное высшее;Мобильные телефоны;Детей нет;Москва или МО;46000;Другое;МТС;Не клиент банка;Нет дефолта
11;67000;36;36;Мужской;Высшее;Косметика и косметические услуги;Дети есть;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
11;8000;3;38;Мужской;Высшее;Мебель;Дети есть;Другие регионы;30000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
11;63500;10;37;Мужской;Среднее специальное;Мебель;Дети есть;Другие регионы;36000;Женат/замужем;МТС;Клиент банка;Дефолт
11;63500;24;26;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;56000;Другое;Билайн;Клиент банка;Нет дефолта
11;16000;6;59;Женский;Среднее;Мобильные телефоны;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Дефолт
11;14000;12;20;Мужской;Неоконченное высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;21000;Женат/замужем;МТС;Клиент банка;Нет дефолта
11;15500;12;41;Женский;Высшее;Мобильные телефоны;Дети есть;Москва или МО;46000;Другое;Другой;Не клиент банка;Нет дефолта
11;17000;8;59;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;26000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
11;12000;3;27;Женский;Высшее;Мобильные телефоны;Дети есть;Другие регионы;34000;Другое;Мегафон;Не клиент банка;Нет дефолта
11;5500;6;43;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;23000;Другое;Мегафон;Не клиент банка;Нет дефолта
11;32500;12;32;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Москва или МО;36000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
11;66500;10;28;Женский;Высшее;Бытовая техника;Детей нет;Москва или МО;43000;Другое;Билайн;Клиент банка;Нет дефолта
11;36500;10;46;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;61000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
11;24000;12;64;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;16000;Женат/замужем;Мегафон;Не клиент банка;Дефолт
11;15000;8;23;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Клиент банка;Нет дефолта
11;12000;12;35;Мужской;Высшее;Мебель;Дети есть;Другие регионы;41000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
11;26500;12;21;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
11;19500;18;44;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;11000;Другое;Мегафон;Клиент банка;Нет дефолта
11;11500;12;32;Мужской;Высшее;Фитнес;Дети есть;Другие регионы;31000;Другое;Билайн;Клиент банка;Нет дефолта
11;11500;12;24;Женский;Неоконченное высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;18000;Никогда не был(а) женат/замужем;МТС;Не клиент банка;Нет дефолта
