Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
7;20000;24;22;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;16000;Другое;МТС;Не клиент банка;Нет дефолта
7;32000;12;23;Женский;Среднее;Строительные материалы и инструменты;Детей нет;Другие регионы;31000;Женат/замужем;МТС;Клиент банка;Нет дефолта
7;73000;24;62;Мужской;Среднее специальное;Косметика и косметические услуги;Детей нет;Москва или МО;21000;Женат/замужем;МТС;Клиент банка;Нет дефолта
7;7500;6;40;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;26000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
7;28000;12;23;Женский;Среднее специальное;Бытовая техника;Детей нет;Москва или МО;31000;Другое;Мегафон;Клиент банка;Нет дефолта
7;36000;18;25;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Клиент банка;Дефолт
7;8000;6;39;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;14000;Женат/замужем;МТС;Клиент банка;Нет дефолта
7;19500;12;62;Мужской;Среднее специальное;Строительные материалы и инструменты;Дети есть;Другие регионы;11000;Другое;Билайн;Клиент банка;Нет дефолта
7;23500;8;24;Женский;Среднее специальное;Спортивные товары;Детей нет;Другие регионы;36000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
7;29500;6;24;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
7;19500;10;19;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;20000;Другое;Теле2;Не клиент банка;Нет дефолта
7;33000;6;26;Мужской;Неоконченное высшее;Мобильные телефоны;Детей нет;Другие регионы;36000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
7;31000;12;54;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;28000;Другое;МТС;Клиент банка;Дефолт
7;32000;18;57;Женский;Высшее;Бытовая техника;Дети есть;Москва или МО;35000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
7;8000;8;31;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
7;24000;3;21;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Москва или МО;71000;Другое;Мегафон;Клиент банка;Нет дефолта
7;14500;10;26;Мужской;Высшее;Ювелирные украшения;Детей нет;Другие регионы;26000;Другое;Мегафон;Клиент банка;Нет дефолта
7;29000;11;26;Мужской;Высшее;Фитнес;Детей нет;Другие регионы;51000;Никогда не был(а) женат/замужем;МТС;Клиент банка;Нет дефолта
7;7000;12;20;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;6000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
7;78000;36;33;Женский;Среднее специальное;Автомобильные товары;Дети есть;Другие регионы;28000;Другое;Другой;Клиент банка;Нет дефолта
7;32000;12;33;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
7;77000;18;47;Мужской;Высшее;Обучение;Детей нет;Москва или МО;66000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
7;85000;36;41;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;31000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
7;23500;10;60;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Москва или МО;41000;Другое;МТС;Не клиент банка;Нет дефолта
7;41000;10;29;Мужской;Высшее;Мебель;Дети есть;Другие регионы;26000;Никогда не был(а) женат/замужем;Теле2;Не клиент банка;Нет дефолта
7;14500;6;33;Мужской;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;19000;Никогда не был(а) женат/замужем;МТС;Не клиент банка;Нет дефолта
7;8000;6;20;Мужской;Неоконченное среднее;Мобильные телефоны;Детей нет;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Нет дефолта
7;25000;12;23;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;16000;Другое;Билайн;Не клиент банка;Нет дефолта
7;40500;18;36;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;21000;Другое;Мегафон;Клиент банка;Дефолт
7;38000;18;44;Мужской;Высшее;Косметика и косметические услуги;Дети есть;Другие регионы;36000;Другое;МТС;Клиент банка;Нет дефолта
7;23000;6;39;Мужской;Среднее;Ювелирные украшения;Дети есть;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
7;21000;6;28;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;41000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
7;11000;12;26;Женский;Среднее;Бытовая техника;Дети есть;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
7;11000;12;26;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;37000;Женат/замужем;МТС;Клиент банка;Нет дефолта
7;6500;4;33;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
8;16500;6;32;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;24000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
8;61000;24;73;Мужской;Среднее;Мебель;Дети есть;Другие регионы;16000;Другое;МТС;Клиент банка;Нет дефолта
7;12500;12;37;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;16000;Другое;Билайн;Клиент банка;Нет дефолта
8;16500;10;53;Мужской;Среднее;Бытовая техника;Детей нет;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
8;16500;12;74;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;19000;Другое;Билайн;Не клиент банка;Нет дефолта
8;57500;36;29;Женский;Высшее;Окна, двери;Дети есть;Другие регионы;17000;Другое;Мегафон;Клиент банка;Нет дефолта
8;39000;12;55;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;41000;Другое;МТС;Не клиент банка;Нет дефолта
8;17000;10;20;Мужской;Среднее;Мобильные телефоны;Детей нет;Другие регионы;17000;Другое;Теле2;Клиент банка;Нет дефолта
7;6000;12;38;Мужской;Среднее;Окна, двери;Дети есть;Другие регионы;13000;Другое;Мегафон;Клиент банка;Дефолт
7;35500;30;52;Мужской;Среднее специальное;Косметика и косметические услуги;Детей нет;Другие регионы;9000;Женат/замужем;МТС;Клиент банка;Нет дефолта
7;9500;12;49;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;11000;Другое;МТС;Клиент банка;Дефолт
7;19500;12;62;Мужской;Среднее специальное;Мебель;Дети есть;Другие регионы;21000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;9500;6;22;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;18000;Другое;Билайн;Клиент банка;Нет дефолта
8;50500;27;28;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;34000;Другое;Мегафон;Клиент банка;Дефолт
8;7500;3;26;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Другое;Мегафон;Клиент банка;Нет дефолта
8;201000;24;26;Женский;Среднее специальное;Окна, двери;Детей нет;Другие регионы;41000;Другое;Другой;Клиент банка;Нет дефолта
8;24000;6;49;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;26000;Другое;Теле2;Клиент банка;Нет дефолта
8;14000;12;20;Мужской;Среднее;Мобильные телефоны;Детей нет;Другие регионы;21000;Женат/замужем;Мегафон;Клиент банка;Дефолт
8;48000;6;61;Мужской;Высшее;Строительные материалы и инструменты;Детей нет;Другие регионы;22000;Другое;МТС;Клиент банка;Нет дефолта
8;5000;6;38;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;16000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;16000;12;42;Мужской;Среднее специальное;Автомобильные товары;Детей нет;Другие регионы;24000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;28500;12;46;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;16000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;9000;6;48;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
8;30000;12;21;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;41000;Никогда не был(а) женат/замужем;МТС;Клиент банка;Нет дефолта
8;28500;12;21;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;Мегафон;Клиент банка;Дефолт
8;26500;6;41;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;36000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;18000;6;47;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;10000;Другое;Мегафон;Клиент банка;Нет дефолта
8;26500;18;26;Мужской;Высшее;Мобильные телефоны;Детей нет;Москва или МО;56000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;31000;12;26;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;31000;Другое;МТС;Клиент банка;Дефолт
8;9000;12;34;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;19000;Женат/замужем;Билайн;Клиент банка;Дефолт
8;9500;10;24;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
8;9000;12;27;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
8;8500;3;65;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;10000;Женат/замужем;МТС;Клиент банка;Нет дефолта
8;12000;6;25;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;13000;Другое;МТС;Клиент банка;Нет дефолта
8;9500;6;45;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;24000;Другое;МТС;Клиент банка;Дефолт
8;20000;12;35;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;41000;Другое;Другой;Клиент банка;Нет дефолта
8;25000;24;35;Женский;Среднее специальное;Автомобильные товары;Дети есть;Другие регионы;36000;Другое;Мегафон;Клиент банка;Нет дефолта
8;42500;24;52;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Санкт-Петербург или ЛО;40000;Другое;Мегафон;Клиент банка;Нет дефолта
8;84000;36;26;Мужской;Среднее специальное;Строительные материалы и инструменты;Дети есть;Другие регионы;27000;Другое;Мегафон;Клиент банка;Нет дефолта
8;15000;12;49;Женский;Высшее;Мебель;Детей нет;Другие регионы;36000;Другое;МТС;Клиент банка;Нет дефолта
8;121000;12;48;Мужской;Высшее;Медицинские услуги;Дети есть;Москва или МО;21000;Другое;Билайн;Клиент банка;Нет дефолта
8;45000;10;48;Мужской;Высшее;Медицинские услуги;Дети есть;Москва или МО;51000;Другое;Билайн;Не клиент банка;Нет дефолта
8;15000;12;37;Мужской;Неоконченное высшее;Бытовая техника;Дети есть;Другие регионы;16000;Другое;МТС;Не клиент банка;Нет дефолта
8;6500;3;28;Мужской;Неоконченное высшее;Мебель;Детей нет;Санкт-Петербург или ЛО;26000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;101000;12;46;Мужской;Среднее специальное;Мебель;Дети есть;Москва или МО;33000;Другое;Теле2;Не клиент банка;Нет дефолта
8;13000;10;32;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;36000;Другое;МТС;Клиент банка;Нет дефолта
8;13000;12;23;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;16000;Женат/замужем;Мегафон;Клиент банка;Дефолт
8;5000;5;27;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;27000;Другое;МТС;Клиент банка;Дефолт
8;40500;12;25;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;26000;Женат/замужем;Мегафон;Клиент банка;Дефолт
8;44500;12;28;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Москва или МО;81000;Другое;Теле2;Не клиент банка;Нет дефолта
8;34500;10;27;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Билайн;Не клиент банка;Нет дефолта
8;8500;4;30;Женский;Высшее;Бытовая техника;Дети есть;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
8;21500;10;70;Женский;Среднее специальное;Строительные материалы и инструменты;Детей нет;Другие регионы;22000;Другое;Мегафон;Клиент банка;Нет дефолта
8;14500;8;23;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
8;13000;3;37;Женский;Высшее;Бытовая техника;Дети есть;Другие регионы;36000;Другое;МТС;Не клиент банка;Нет дефолта
8;7500;6;60;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;13000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
8;25500;20;30;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;28000;Другое;Билайн;Клиент банка;Нет дефолта
8;44000;18;27;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;31000;Женат/замужем;МТС;Клиент банка;Нет дефолта
8;18000;12;62;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;9000;Другое;Мегафон;Клиент банка;Нет дефолта
8;27000;24;21;Мужской;Неоконченное высшее;Бытовая техника;Дети есть;Другие регионы;21000;Другое;Билайн;Клиент банка;Нет дефолта
8;73000;9;56;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;25000;Другое;Билайн;Клиент банка;Нет дефолта
8;18500;6;45;Женский;Среднее;Мобильные телефоны;Детей нет;Другие регионы;16000;Женат/замужем;Мегафон;Не клиент банка;Дефолт
8;13000;6;51;Мужской;Высшее;Бытовая техника;Детей нет;Москва или МО;51000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
8;14000;12;24;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
8;44000;12;54;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Другие регионы;36000;Другое;Мегафон;Клиент банка;Нет дефолта
8;11000;12;22;Женский;Неоконченное высшее;Мобильные телефоны;Детей нет;Другие регионы;29000;Другое;Билайн;Клиент банка;Нет дефолта
8;44000;12;37;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Москва или МО;26000;Другое;Мегафон;Клиент банка;Нет дефолта
8;25000;18;30;Женский;Высшее;Мобильные телефоны;Детей нет;Другие регионы;46000;Другое;Билайн;Не клиент банка;Дефолт
8;15000;12;22;Женский;Высшее;Аудио, Видео, Фото;Детей нет;Другие регионы;41000;Другое;Билайн;Не клиент банка;Нет дефолта
8;13000;3;42;Мужской;Высшее;Бытовая техника;Детей нет;Москва или МО;41000;Другое;Мегафон;Клиент банка;Нет дефолта
8;65000;10;23;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;26000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;19500;12;22;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;19000;Другое;Теле2;Клиент банка;Дефолт
8;17500;12;33;Женский;Высшее;Бытовая техника;Дети есть;Москва или МО;31000;Другое;Теле2;Клиент банка;Нет дефолта
8;19000;12;22;Женский;Неоконченное высшее;Мобильные телефоны;Детей нет;Санкт-Петербург или ЛО;30000;Другое;Мегафон;Клиент банка;Нет дефолта
8;9500;4;34;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;31000;Другое;МТС;Не клиент банка;Нет дефолта
8;27000;18;24;Женский;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;21000;Другое;МТС;Не клиент банка;Нет дефолта
8;30000;12;33;Женский;Высшее;Бытовая техника;Детей нет;Другие регионы;36000;Женат/замужем;МТС;Клиент банка;Дефолт
8;27000;12;23;Мужской;Среднее специальное;Компьютеры, комплектующие;Детей нет;Другие регионы;23000;Другое;МТС;Клиент банка;Нет дефолта
8;19000;12;23;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;41000;Женат/замужем;МТС;Клиент банка;Дефолт
8;41000;18;50;Мужской;Среднее специальное;Косметика и косметические услуги;Дети есть;Москва или МО;31000;Другое;Мегафон;Клиент банка;Нет дефолта
8;9500;3;51;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;16000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;5500;6;23;Мужской;Среднее специальное;Ювелирные украшения;Детей нет;Санкт-Петербург или ЛО;31000;Другое;МТС;Не клиент банка;Нет дефолта
8;38500;24;32;Женский;Среднее специальное;Косметика и косметические услуги;Детей нет;Другие регионы;31000;Женат/замужем;МТС;Клиент банка;Нет дефолта
8;28000;18;54;Женский;Среднее;Бытовая техника;Дети есть;Другие регионы;16000;Другое;Мегафон;Клиент банка;Нет дефолта
8;13500;6;68;Женский;Среднее;Мебель;Дети есть;Другие регионы;14000;Другое;Мегафон;Клиент банка;Нет дефолта
8;22500;12;23;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;26000;Другое;МТС;Не клиент банка;Нет дефолта
8;7000;6;37;Мужской;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;25000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
8;30000;18;19;Мужской;Среднее;Мобильные телефоны;Детей нет;Другие регионы;25000;Другое;Мегафон;Клиент банка;Дефолт
8;5500;3;36;Женский;Среднее специальное;Строительные материалы и инструменты;Дети есть;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
8;29500;6;21;Женский;Неоконченное высшее;Мобильные телефоны;Детей нет;Другие регионы;33000;Никогда не был(а) женат/замужем;МТС;Клиент банка;Нет дефолта
8;26500;12;24;Мужской;Высшее;Мебель;Детей нет;Другие регионы;41000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;14500;6;25;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
8;28500;10;45;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;66000;Никогда не был(а) женат/замужем;Билайн;Не клиент банка;Нет дефолта
8;87500;18;55;Мужской;Среднее специальное;Косметика и косметические услуги;Детей нет;Москва или МО;36000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;41500;12;49;Мужской;Высшее;Мебель;Детей нет;Другие регионы;19000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;38000;36;51;Мужской;Среднее специальное;Туризм и отдых;Дети есть;Другие регионы;18000;Другое;МТС;Не клиент банка;Нет дефолта
8;21000;15;29;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;36000;Другое;Билайн;Клиент банка;Нет дефолта
8;13500;10;40;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;21000;Другое;МТС;Клиент банка;Нет дефолта
8;11500;6;73;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;13000;Женат/замужем;Теле2;Не клиент банка;Нет дефолта
8;5000;3;47;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;51000;Другое;Билайн;Не клиент банка;Нет дефолта
8;15000;3;21;Женский;Неоконченное высшее;Бытовая техника;Детей нет;Другие регионы;21000;Другое;Теле2;Клиент банка;Нет дефолта
8;16500;12;31;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;15000;Женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;11000;10;39;Женский;Среднее;Бытовая техника;Дети есть;Москва или МО;71000;Другое;МТС;Не клиент банка;Нет дефолта
8;26000;6;53;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;16000;Никогда не был(а) женат/замужем;Мегафон;Клиент банка;Нет дефолта
8;9500;10;31;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;16000;Другое;МТС;Не клиент банка;Нет дефолта
8;27500;6;42;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Никогда не был(а) женат/замужем;Теле2;Клиент банка;Нет дефолта
8;25000;12;54;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;19000;Другое;Теле2;Не клиент банка;Нет дефолта
8;7500;6;25;Мужской;Высшее;Мобильные телефоны;Детей нет;Другие регионы;19000;Другое;Мегафон;Клиент банка;Нет дефолта
8;29000;12;48;Женский;Среднее;Компьютеры, комплектующие;Дети есть;Другие регионы;41000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;22500;12;19;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
8;9500;6;25;Женский;Среднее специальное;Мебель;Детей нет;Другие регионы;16000;Другое;Билайн;Клиент банка;Нет дефолта
8;72000;24;42;Женский;Среднее специальное;Бытовая техника;Детей нет;Москва или МО;71000;Никогда не был(а) женат/замужем;Билайн;Клиент банка;Дефолт
8;7000;6;58;Женский;Среднее специальное;Компьютеры, комплектующие;Дети есть;Другие регионы;21000;Женат/замужем;Теле2;Не клиент банка;Нет дефолта
8;7500;3;36;Женский;Среднее;Бытовая техника;Детей нет;Другие регионы;31000;Другое;Билайн;Не клиент банка;Нет дефолта
8;33000;6;26;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Другой;Клиент банка;Нет дефолта
8;35000;6;36;Мужской;Высшее;Аудио, Видео, Фото;Дети есть;Другие регионы;29000;Другое;Билайн;Клиент банка;Нет дефолта
8;60000;24;30;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;22000;Другое;МТС;Клиент банка;Нет дефолта
8;7000;6;33;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;13000;Женат/замужем;Билайн;Не клиент банка;Нет дефолта
8;51500;12;58;Мужской;Среднее;Бытовая техника;Детей нет;Другие регионы;11000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
8;71500;12;26;Мужской;Неоконченное высшее;Медицинские услуги;Детей нет;Другие регионы;51000;Другое;МТС;Клиент банка;Нет дефолта
8;54500;12;29;Женский;Среднее специальное;Строительные материалы и инструменты;Детей нет;Другие регионы;56000;Другое;МТС;Не клиент банка;Дефолт
8;30000;7;59;Мужской;Высшее;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;24000;Другое;Билайн;Клиент банка;Нет дефолта
8;45000;18;30;Мужской;Среднее специальное;Косметика и косметические услуги;Дети есть;Другие регионы;26000;Другое;Билайн;Не клиент банка;Нет дефолта
8;43000;10;33;Мужской;Среднее специальное;Окна, двери;Дети есть;Москва или МО;28000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
8;39500;30;49;Мужской;Высшее;Косметика и косметические услуги;Детей нет;Другие регионы;13000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
8;14000;12;33;Женский;Среднее специальное;Ювелирные украшения;Детей нет;Другие регионы;51000;Другое;МТС;Не клиент банка;Нет дефолта
8;27500;9;38;Женский;Высшее;Компьютеры, комплектующие;Дети есть;Москва или МО;81000;Другое;МТС;Клиент банка;Нет дефолта
8;13000;12;27;Мужской;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Другое;Мегафон;Не клиент банка;Нет дефолта
8;15000;12;35;Мужской;Среднее;Бытовая техника;Дети есть;Другие регионы;21000;Женат/замужем;Билайн;Клиент банка;Нет дефолта
8;34000;16;28;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;41000;Другое;Мегафон;Клиент банка;Дефолт
8;13000;6;30;Мужской;Высшее;Одежда, изделия из меха и кожи;Дети есть;Другие регионы;26000;Никогда не был(а) женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;52500;24;63;Женский;Высшее;Туризм и отдых;Детей нет;Другие регионы;1000;Другое;Теле2;Клиент банка;Нет дефолта
8;54500;12;27;Мужской;Высшее;Туризм и отдых;Детей нет;Другие регионы;46000;Другое;Билайн;Клиент банка;Нет дефолта
8;21500;18;29;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;27000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
8;16500;12;78;Мужской;Среднее специальное;Окна, двери;Дети есть;Москва или МО;21000;Никогда не был(а) женат/замужем;МТС;Клиент банка;Нет дефолта
8;10000;3;46;Мужской;Высшее;Мебель;Дети есть;Другие регионы;17000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
8;27500;24;35;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;31000;Никогда не был(а) женат/замужем;Мегафон;Не клиент банка;Нет дефолта
8;10500;6;31;Мужской;Высшее;Мобильные телефоны;Дети есть;Другие регионы;22000;Другое;МТС;Клиент банка;Нет дефолта
8;45000;11;27;Мужской;Высшее;Бытовая техника;Дети есть;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
8;20500;12;21;Женский;Высшее;Компьютеры, комплектующие;Детей нет;Санкт-Петербург или ЛО;46000;Другое;Мегафон;Клиент банка;Нет дефолта
8;31500;18;61;Женский;Высшее;Мобильные телефоны;Дети есть;Другие регионы;37000;Другое;Билайн;Клиент банка;Нет дефолта
8;15500;12;22;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;16000;Другое;МТС;Не клиент банка;Нет дефолта
8;36000;15;21;Мужской;Высшее;Мебель;Детей нет;Другие регионы;21000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
8;15500;3;21;Мужской;Высшее;Бытовая техника;Детей нет;Другие регионы;46000;Другое;МТС;Клиент банка;Нет дефолта
8;118500;11;37;Женский;Неоконченное среднее;Мебель;Дети есть;Санкт-Петербург или ЛО;111000;Другое;Мегафон;Клиент банка;Нет дефолта
9;31500;8;31;Женский;Высшее;Мобильные телефоны;Детей нет;Москва или МО;53000;Женат/замужем;Мегафон;Клиент банка;Дефолт
9;16500;6;38;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;19000;Другое;Мегафон;Клиент банка;Нет дефолта
9;15500;6;35;Женский;Среднее специальное;Мобильные телефоны;Дети есть;Другие регионы;31000;Женат/замужем;МТС;Клиент банка;Дефолт
9;6500;5;51;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;16000;Другое;Билайн;Не клиент банка;Нет дефолта
8;13500;10;25;Женский;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;26000;Другое;МТС;Клиент банка;Нет дефолта
8;36000;6;39;Мужской;Высшее;Компьютеры, комплектующие;Дети есть;Другие регионы;55000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
9;78500;30;24;Мужской;Среднее специальное;Косметика и косметические услуги;Детей нет;Другие регионы;31000;Другое;МТС;Клиент банка;Нет дефолта
9;30000;10;44;Мужской;Среднее специальное;Бытовая техника;Дети есть;Другие регионы;20000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
9;53500;24;35;Женский;Высшее;Бытовая техника;Дети есть;Другие регионы;71000;Другое;Мегафон;Не клиент банка;Нет дефолта
9;16000;16;19;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
9;109000;36;44;Мужской;Высшее;Мебель;Детей нет;Другие регионы;26000;Другое;Билайн;Клиент банка;Нет дефолта
9;36500;24;25;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;32000;Другое;МТС;Клиент банка;Дефолт
